,user_id,group,visit_id,visit_duration
158,C119QW,a,ybglcl1qnmnyjc36jxeo,99.0
159,C119QW,a,vlcbmlygngfnzi13g0p2,80.0
160,C119QW,a,vmcgizgbevzenszymh4h,99.0
161,9X122X,a,01br56h4gpaaf37ixgr6,126.0
162,9X122X,a,9fovz0bwrsuvvggd14zp,130.0
163,9X122X,a,u39wgjmjkkqz1t8fiqia,132.0
164,QDVFKT,a,jzsubyet9tcde1b5bi2x,99.0
165,QDVFKT,a,ql36lr7ouyzptykyy8ik,75.0
166,QDVFKT,a,df98j2v8rvhyk1me9s71,86.0
167,QDVFKT,a,8g0ndbanl3lgg2y3e8ah,92.0
168,QDVFKT,a,9pwl6w21jmnai350kqhl,56.0
169,MAB4DV,a,ay4s3tvuvjosz2fzokkh,92.0
170,MAB4DV,a,91mgt74usfs4m5o6fczw,98.0
171,MAB4DV,a,ryiktx7tix04jqykl3kj,95.0
172,MAB4DV,a,djwh5xj2v9mfbdma3lk5,97.0
173,MAB4DV,a,6ul8xk4v079tjq8uj72w,89.0
174,MAB4DV,a,5wu1qn2aiore9fl0dju0,81.0
175,2YKG8D,a,9btuz2bnjpyeb860cry8,117.0
176,2YKG8D,a,m3z0y7b56kjydlks98zs,116.0
177,2YKG8D,a,4j1i7p528ccst0ema9iw,114.0
178,2YKG8D,a,03zxxigzdasspbrrhqij,122.0
179,2YKG8D,a,kyizd23bm52i6v8913a8,111.0
180,2YKG8D,a,ntx2693btethczgw2zqw,120.0
181,2YKG8D,a,44d79b7fymckp9akmc0l,112.0
182,740HP8,a,5zdbk7kq041e56s7a7e9,122.0
183,740HP8,a,sh3toovfau12txvnfqjq,118.0
184,740HP8,a,vrvmu7btm99ejxjqx5bf,106.0
185,740HP8,a,voa6s68azwofcjwxk8dc,133.0
186,740HP8,a,9ncvs4r9o58bw85igj1c,111.0
187,740HP8,a,960ufa8ex8ejifhxy5gh,127.0
188,740HP8,a,nbo4y1fqzuplcc87mr5q,127.0
189,DSHK9Z,a,uspnnl15ow02k1hi4sq7,111.0
190,DSHK9Z,a,q81mvalew2k4jy6zytyf,109.0
191,DSHK9Z,a,9seudwzwrxd26wqywfm8,96.0
192,DSHK9Z,a,rykb35dhcs74a9058wcm,107.0
193,DSHK9Z,a,98aczobk6g9r75aoix3u,91.0
194,DSHK9Z,a,rqo48bxgzwu0kf3wj0yy,72.0
195,GJSYX6,a,v15o218lkiocrf8a027x,64.0
196,GJSYX6,a,itflo1gdd78et93kdlis,74.0
197,GJSYX6,a,6oswd6mhlkz0845eydbg,81.0
198,GJSYX6,a,z1srf86h1m0y6vkhc38m,55.0
199,GJSYX6,a,n2rek54b6hs69f3ee09l,73.0
200,GJSYX6,a,hge73un0dn9nogalisx3,63.0
201,GJSYX6,a,vrh312h5e3l9an7uefjl,59.0
202,IK0T5B,a,pnuo6kuee14hpf18vzk9,54.0
203,IK0T5B,a,47rksffyocc19ug9845p,83.0
204,IK0T5B,a,o9p6xqsr0b82oemkfi4i,61.0
205,IK0T5B,a,lltxntjy2g78c9jszksu,79.0
206,IK0T5B,a,94geyitibxxe2044um2j,75.0
207,IK0T5B,a,dxrkio90dvvh6r1zrqg8,89.0
208,IK0T5B,a,mpeok9z53s1fctibgh2i,86.0
209,IK0T5B,a,ra6rzmsbxqt3ch2t56tu,90.0
210,IK0T5B,a,7opptq9lcsj81sa73zij,89.0
211,6I248A,a,rvhkvdcfwb10zxp4xey7,89.0
212,6I248A,a,spp3avrckguh5v9uvvkc,100.0
213,6I248A,a,2miltfkyuu48zkj2z2li,88.0
214,6I248A,a,z7p1fic2yosrvsttj0hi,79.0
215,7C2Z8L,a,flscnanjn9ru1v1qt6kj,131.0
216,7C2Z8L,a,60vpyp0rqs21i3zi0y0s,147.0
217,7C2Z8L,a,mdmpvipfizg8lx8zl847,139.0
218,7C2Z8L,a,0doto0s4uasxv331v5yb,123.0
219,7C2Z8L,a,slp6appchm71hhj5niyn,131.0
220,7C2Z8L,a,6k3vi02aa33a9kouhc31,133.0
221,7C2Z8L,a,o562hfvp5okccrm9crr1,143.0
222,7C2Z8L,a,nkqvvl8yaeeilblkf8tu,141.0
223,7C2Z8L,a,v4rokbzqs0rowph3xuz5,117.0
224,5G7A82,a,00z4ampc30ofztob22xz,120.0
225,5G7A82,a,yqib2sjb6prixn5qouqh,121.0
226,5G7A82,a,mhcrhjsl5e98iv86iz23,111.0
227,5G7A82,a,zperrcskytopzd87tvqc,111.0
228,5G7A82,a,bu4szeznyjwpwo0j5gm4,118.0
229,5G7A82,a,b6exqnrs2ept49ivuuqa,111.0
230,5G7A82,a,6xagabomwfszdv609239,122.0
231,5JLGBC,a,jwxmxmvg8tnuyo1v90bd,108.0
232,5JLGBC,a,35y8nojb07rd40nwim4t,101.0
233,5JLGBC,a,xqs6fe1akoahd6heos69,108.0
234,5JLGBC,a,sht5dimx4y6j6f04cvqm,133.0
235,5JLGBC,a,epttxkcoic67ndu0sz9r,116.0
236,5YANLC,a,ne12zz58a5865cht1ven,135.0
237,5YANLC,a,eor19eq2xoiac27fsb9y,110.0
238,5YANLC,a,8frmgbvjg94to79s3rlk,111.0
239,5YANLC,a,kuo61lvcu9rsorgrngea,133.0
240,BWKL63,a,fvonz8gscnx2fvgxq7d8,72.0
241,BWKL63,a,ye3e3k38ocezz5dg3ttj,99.0
242,BWKL63,a,xjp1ht8fx7pazps81r5g,79.0
243,RABSJ2,a,oekwdynhz9w8ymlszu7k,109.0
244,RABSJ2,a,h6213pqvynhnb9ca95gm,112.0
245,RABSJ2,a,vc6iehh5x2v3g6jkmly1,105.0
246,RABSJ2,a,7xae60unb9547p3pk730,98.0
247,RABSJ2,a,ymledtnz6uf6823ws1hu,107.0
248,RABSJ2,a,v5hgrlju4mn8xaqh80kr,99.0
249,RABSJ2,a,rxf80du5p55s5e2sh5q0,84.0
250,RABSJ2,a,n0i0l4wjqibhimalgu44,103.0
251,HPX9EM,a,wfkulqzi02h65vmrha0d,96.0
252,HPX9EM,a,4hykxbjr4flibq77mjqy,107.0
253,HPX9EM,a,trj55gnntrr14ag7adfp,91.0
254,HPX9EM,a,ki7r77z5m87oqgua3q9r,83.0
255,HPX9EM,a,to8vmlk91sitnr56vyrv,100.0
256,HPX9EM,a,wgejehd2kb35nufsjhec,80.0
257,HPX9EM,a,mx0er5x9lmkabca4uxac,79.0
258,C4OH8Q,a,9z5wxbe1m3reg88eeq29,86.0
259,C4OH8Q,a,w5a0b7pw8fzdya8wx6ul,80.0
260,C4OH8Q,a,x6zye5rvb4erholwvf38,97.0
261,C4OH8Q,a,ka0ohaj3npvnn3fqtpl9,89.0
262,C4OH8Q,a,ch6nhihqc7osqhtopspd,114.0
263,C4OH8Q,a,yi75u3uqv75s60dm48tr,90.0
264,C4OH8Q,a,j6koasxvmcfghat70681,86.0
265,C4OH8Q,a,i38nz5fvzbf9c2iufnac,100.0
266,C4OH8Q,a,9mmr2x0a2m24yyo3lib2,95.0
267,WQSAPO,a,crxeve1ncm8muauz7nsh,113.0
268,WQSAPO,a,vafu5tnzm53akvm7n1qm,89.0
269,WQSAPO,a,kam1k48n9vte53v66noc,115.0
270,WQSAPO,a,au2mvueigvl7brnddod6,126.0
271,WQSAPO,a,pz097k79oop0gqihg143,106.0
272,WQSAPO,a,i4fqfjghrj3rvkmbx4ah,101.0
273,WQSAPO,a,a328ej01ua6yqgpbckag,116.0
274,KNYERS,a,xoxv1vdezlpios76irsr,122.0
275,KNYERS,a,c9s9xkuqx93ho7h6nkko,117.0
276,KNYERS,a,kthmnpt87kzvkvvbfqnj,118.0
277,DXJ9RR,a,1e2yoqmn42f2dgbu9pe1,114.0
278,DXJ9RR,a,ansxxc0qedh2zjxjwhio,108.0
279,DXJ9RR,a,vyobw9bbwba4zcn943z8,107.0
280,DXJ9RR,a,x3nsyictgnprbhlp3t3t,104.0
281,KHWADJ,a,o4nx1mh52isw8oxnuujv,66.0
282,KHWADJ,a,wewn73myp52tseqdze7b,64.0
283,KHWADJ,a,p1q2l6yghdx677fcfmq2,73.0
284,KHWADJ,a,2tz7zt53fw6m64alypeu,54.0
285,KHWADJ,a,gzcdw83bgdam1lbywfw1,81.0
286,84GOB6,a,jdgitwze63kpa88jz7mk,118.0
287,84GOB6,a,hi8xhnxafumlttebtk6v,125.0
288,84GOB6,a,69wg6wniy7ay1ch408mb,110.0
289,KWEKLU,a,742vsvtslu78ecd2kmy3,126.0
290,KWEKLU,a,xksnmpszikdk7u218f28,110.0
291,KWEKLU,a,2azmijps2ff2cr7ag15n,111.0
292,CZM5T6,a,0lb7wgpir4w106s6gxht,118.0
293,CZM5T6,a,ox40j8g7oa4flmx3nynl,138.0
294,CZM5T6,a,babpcei3l3drekz3gg8c,93.0
295,CZM5T6,a,t0bq6lx9ej6nc2uz92pn,128.0
296,CZM5T6,a,xr1tkx1was7k8we4s0st,134.0
297,CZM5T6,a,y63iqu63c0w8po9ppz70,121.0
298,CZM5T6,a,0by74eva213yfxbef80n,110.0
299,KVJD6H,a,yd1d5693nkvqoev226kv,101.0
300,KVJD6H,a,7itvawxztgfgnvgonlga,111.0
301,KVJD6H,a,brybqpu2p73dt8y8qane,122.0
302,KVJD6H,a,wxfsquee753wk5df0hvw,106.0
303,V1OC12,a,igel7yfswx93a7d08mlv,149.0
304,V1OC12,a,9a51bi9ve2y9zfedacil,146.0
305,V1OC12,a,akhhmb2ajkoz2gc87kse,159.0
306,V1OC12,a,vvrmsq2r4wkafynp5mh0,166.0
307,V1OC12,a,3ggfdpp940csh8jrh0gi,157.0
308,V1OC12,a,h15gk14orb0x8l9xgo4f,151.0
309,V1OC12,a,vgjddzrvljpllyh6sydd,163.0
310,UKJEBV,a,veuhg1g7tbg1wsg8z0mx,57.0
311,UKJEBV,a,727r44aahm7dqliotqyn,73.0
312,UKJEBV,a,jewh1ivaaexifi7cta3q,66.0
313,UKJEBV,a,b4sqhp4wcl7vm1oqu7z6,62.0
314,UKJEBV,a,gayv0531p55kipaauo2y,63.0
315,UKJEBV,a,tr85ky8z6y8vh9feu46r,56.0
316,UKJEBV,a,wevvmcxe0e0o863jwz67,63.0
317,UKJEBV,a,jytjlzvkiwfg23xk7spe,41.0
318,IENK7R,a,eseqyecac2y80t8f2kmd,76.0
319,IENK7R,a,tw8egk97mqo57x5e70sc,80.0
320,IENK7R,a,opc9s7yrw7tocvooxh9i,73.0
321,IENK7R,a,frqzt8poo4p3zu74k5av,49.0
322,IENK7R,a,mb0bmho7o88o035xk0ak,53.0
323,IENK7R,a,6tnxbooh0uga27o5c7qv,59.0
324,FJ197X,a,96zzoxg4nbjvybrm6j7z,120.0
325,FJ197X,a,arqbktuuddggyx3ugzcv,116.0
326,FJ197X,a,3ttpo4nu358xb9d5y6sk,139.0
327,FJ197X,a,mpvm9xm1rn5g5078a57t,113.0
328,2YBO04,a,1fyaq6copoakdez7qtf3,67.0
329,2YBO04,a,s2ev3e6k9y90akzvh163,68.0
330,2YBO04,a,7mykm2wvgchccu8ys5ik,80.0
331,2YBO04,a,a1i2qh251y8vnwkqb4sx,78.0
332,2YBO04,a,twjtnr4cs9ysidhuv7gs,60.0
333,2YBO04,a,bizyif64rdzaxjknhfwi,69.0
334,2YBO04,a,b42gfwtclcm8huu1jvzr,71.0
335,5H76EF,a,8sykaymmab2cr4vzkchl,85.0
336,5H76EF,a,n7ms4f5l1rtddso0dds5,79.0
337,5H76EF,a,h5nr1esef3ze0yuxochf,59.0
338,5H76EF,a,3c49cdvmqgxdlld4qixm,70.0
339,5H76EF,a,rnyyxx88lc0yerw15yph,79.0
340,5K20T3,a,qslr53q2fabwynz88sqy,95.0
341,5K20T3,a,z802d72me1o0kikq87sp,75.0
342,5K20T3,a,psel4wqi98ubuwko4otp,71.0
343,5K20T3,a,uhrth0f44o48ih5wun7w,81.0
344,5K20T3,a,c5fp9ruojk6ktlntzkdf,71.0
345,5K20T3,a,py98the8ug1dex4cpoid,91.0
346,5K20T3,a,f69ifhmzuqa44zpihdj2,83.0
347,5K20T3,a,dajmpbdw7by9pgpb7fip,79.0
348,5K20T3,a,nobe40cxatsrn51njy8r,86.0
349,9OEI7C,a,4p0u11wbf5pijcy1zqqv,91.0
350,9OEI7C,a,2p9t8o5gfahgf1sp1bww,88.0
351,9OEI7C,a,c75fn5ngtpr6ozwndojs,67.0
352,9OEI7C,a,c0mz4ni9smdu6rujymwm,93.0
353,9OEI7C,a,m171swwq9p7syt6pn160,103.0
354,9OEI7C,a,xq4ymbjb82zuw3hzhubj,79.0
355,9OEI7C,a,1q0ujy9d1nmfr3im08tl,107.0
356,9OEI7C,a,vc38s7q5ewo5rg214qku,81.0
357,HHXTQ7,a,7a7v0vmg531gi24is2w5,131.0
358,HHXTQ7,a,99j1k8a3aj8xcpcyvd3i,117.0
359,HHXTQ7,a,48u06lpgqead0eh2uvft,117.0
360,HHXTQ7,a,4kubozgzwkos3jy2y1vb,92.0
361,OZBJHE,a,8heahlbu0peck706t4uv,96.0
362,OZBJHE,a,6bv1rqhasoqwcp7uod7m,113.0
363,OZBJHE,a,617i33m941jy545qahxi,118.0
364,OZBJHE,a,yk4kydt8gkfqdsxijx33,112.0
365,OZBJHE,a,8rh5qi5s0amayggl1vgk,122.0
366,OZBJHE,a,s9jwxy1v0120k1ioqgll,121.0
367,OZBJHE,a,ezs9x4f7vx8fc5axt2b7,124.0
368,OZBJHE,a,lme3yr6h0xsabvqu14cl,109.0
369,FO9U1Z,a,zmufw8cu3r7y1u3xzbp7,136.0
370,FO9U1Z,a,4yutgucf4k001fqapuoz,129.0
371,FO9U1Z,a,2nw9197t6plhprsfigex,119.0
372,FO9U1Z,a,87oc52d2cgq3svfamun6,106.0
373,7SK7A7,a,4bmqbf5hd7g277xllxug,65.0
374,7SK7A7,a,oksdxax5qptm5z0nclgs,67.0
375,7SK7A7,a,8r3gehahl1ac28cr2jsd,61.0
376,7SK7A7,a,snuxgtoinntrct6rhueo,77.0
377,7SK7A7,a,2pzxk3fizs73u7sxjfe0,79.0
378,KJZUNU,a,lgrzo3tugiuvf81grjtk,109.0
379,KJZUNU,a,59ospvg3h53gjh9zsp71,100.0
380,KJZUNU,a,fp77n8xf0dzxcd6jugky,93.0
381,7DSPIA,a,2h30g089lacme7f339ra,126.0
382,7DSPIA,a,w9rdkx6t6863tdodq89y,116.0
383,7DSPIA,a,lt0zdjh2a9wbtaxryi5r,110.0
384,7DSPIA,a,o5comdcotn5prgdf1s9y,113.0
385,7DSPIA,a,k35riq32fmrv6xs85mwc,97.0
386,N4VLVS,a,r999jxsxpca96rpiq050,105.0
387,N4VLVS,a,p7pzanllgg728y30jvof,112.0
388,N4VLVS,a,hmkxi5r1rqd3bx1yoroz,108.0
389,N4VLVS,a,xjg54swhyqhlrrdklb5o,108.0
390,CO9ZF9,a,1cx15kwc50osw7kfvcgx,65.0
391,CO9ZF9,a,lajsovhsudd7tx5xh75v,69.0
392,CO9ZF9,a,c2jzcn4c2dzkrn9ssxlv,61.0
393,CO9ZF9,a,1bicq68aartm5eb2rrcx,63.0
394,CO9ZF9,a,oe2pylzk21wu9k4qghbj,74.0
395,CO9ZF9,a,04g2r2ek2fiftm1y7pvb,57.0
396,O43CVT,a,a64ljvep5dw463dh9bjs,84.0
397,O43CVT,a,bpcymokmca2vg8z94scr,94.0
398,O43CVT,a,od3tm8e4ro2in030zo5j,74.0
399,O43CVT,a,pz0dlhgj296inmsxsx6p,94.0
400,OZX5CD,a,fyh7592ror07ta6wpadp,127.0
401,OZX5CD,a,ads2kflwmw81b2zcgn6c,107.0
402,OZX5CD,a,vv4y93p4f0rcf9c98z3q,119.0
403,TNHXUL,a,zfka6qm29egu1a5dplhw,86.0
404,TNHXUL,a,dfg2njdzpllqihl64pcg,71.0
405,TNHXUL,a,npqjmbiiba6eeryfa73q,78.0
406,TNHXUL,a,nl1f5wqmw6hq1464zjte,93.0
407,TNHXUL,a,z7qz8b57i85tv46ryjuw,85.0
408,QN0RBF,a,ak3fzi8ffymh1oy9qdkq,128.0
409,QN0RBF,a,ujw3wo8i4q3p9o7e3oyf,126.0
410,QN0RBF,a,ukjiq2170xik1iydg8a2,140.0
411,QN0RBF,a,nz8t9vdt4b3t3vxsoa84,121.0
412,QN0RBF,a,kap6d9l0sku849ww6el7,138.0
413,QN0RBF,a,28781nrrq6dlj7yy6ket,142.0
414,YCRV1A,a,5t0avc42arqybgfbqoff,135.0
415,YCRV1A,a,0niejbaq98m7zlt3hzcz,122.0
416,YCRV1A,a,rmvo2oey8a4i53kzicf7,115.0
417,YCRV1A,a,j2cy8jcssbs9w5rb9vam,130.0
418,YCRV1A,a,8pvodxa9syowexvzuuk6,113.0
419,YCRV1A,a,7ny1v7ruyqw2x8ovjdky,108.0
420,YCRV1A,a,gh54x2dvjp4wxupw8h7o,127.0
421,Q9X1WP,a,5p5s78met2fcpjtqsq9g,55.0
422,Q9X1WP,a,p8xaxckri3268ebpo8a2,47.0
423,Q9X1WP,a,yawi4zhxqf9b9ikr9u8r,62.0
424,7XOMKG,a,xnd1oifwuajn59qtfa72,49.0
425,7XOMKG,a,2t9cusk46oiqx708j7za,83.0
426,7XOMKG,a,pyb1b7c1skdc5rvhlxvs,65.0
427,7XOMKG,a,0pomhes6fyi6y3k22rm6,64.0
428,7XOMKG,a,x7yudyx7mh7j43sow8iu,61.0
429,FZ6YKA,a,752xdvoalq6ei3wslogm,133.0
430,FZ6YKA,a,8zdapkmp8u18uvhw3utk,150.0
431,FZ6YKA,a,7ee7d8zqd9stjvx8n569,157.0
432,FZ6YKA,a,rdmwwqt1ufvhbxvoxsb5,136.0
433,FZ6YKA,a,vag632autv79rfuqh2hz,144.0
