,user_id,group,visit_id,visit_duration
56,GZTZVL,first,z1hfcjaus92tvep2qhy6,125.0
57,GZTZVL,first,3lfzpmd29yka0nnromj5,123.0
58,GZTZVL,first,ks8uy76xn9ps88txn58b,140.0
59,GZTZVL,first,rboawtf2pwyz0zkumis9,131.0
60,GZTZVL,first,ndorffebvnt4msnbhwrm,141.0
61,GZTZVL,first,gstx68bbfqklwzymq96y,138.0
62,GZTZVL,first,fjk2tsd9watq8abpdk4l,107.0
63,9RLHZG,first,b25t1hljmx1i6i0mohh2,109.0
64,9RLHZG,first,nes0sak36m9i3irsaymw,104.0
65,9RLHZG,first,ws3rx4dfhy5bkujx0dmp,117.0
66,9RLHZG,first,kcyangsr1enlorb5z80k,115.0
67,9RLHZG,first,3giw17zxblk5b387p9qp,99.0
68,9RLHZG,first,mkifutk7it5ml6wcwhkl,106.0
69,9RLHZG,first,3mnoon4ct7uo2na3svaz,130.0
70,CCE90K,first,6xp78we3xn30g5vf4snp,47.0
71,CCE90K,first,w0hrnggfokzbl1ce1lfg,61.0
72,CCE90K,first,d3rjxe8mhhq6p29nwit6,78.0
73,CCE90K,first,mpb8g58m981hq09ugc7f,68.0
74,CCE90K,first,4pkvsq1o68ftlsfoghxx,54.0
75,CCE90K,first,8vo673qinfzlxsmhdlv6,63.0
76,CCE90K,first,386qoixwatqli2xdkrh3,52.0
77,3HAVMK,first,u71obkx4xqhi3ffk0gt1,91.0
78,3HAVMK,first,hfneq18cjjzvfvxeem00,105.0
79,3HAVMK,first,qoz3wuz490pquc35x5gf,86.0
80,3HAVMK,first,xevy2c67hauee58llexr,71.0
81,3HAVMK,first,atvnh02okgcssahdj5v6,99.0
82,3HAVMK,first,vkr6gjrr26l7tsfiviuq,107.0
83,12FP0R,first,euorw8zuepj9p8oocc3a,93.0
84,12FP0R,first,3tb3xlk5ca29twe78pff,60.0
85,12FP0R,first,4e91ext5jps5wxqa88xi,72.0
86,12FP0R,first,f3xua8jt1hf8v2lvm2iq,79.0
87,12FP0R,first,eq3phjctcs1arbw2asez,88.0
88,12FP0R,first,5ee03d7kdaiate5jgbbv,84.0
89,12FP0R,first,mygu1iv18th1io61038g,69.0
90,7YEHSV,first,1arh3vni98bw91nc76f4,121.0
91,7YEHSV,first,27w5hctvzfow12jhufen,124.0
92,7YEHSV,first,a14ejy2w7edgcfwt64jx,110.0
93,7YEHSV,first,nnm9cchffwtyknfv1dtg,115.0
94,7YEHSV,first,3fjbz14h67a8yud18tty,115.0
95,7YEHSV,first,b8avdw8yb10q2t1wr83r,120.0
96,7YEHSV,first,ab488osj9d466yhc5ik6,121.0
97,7YEHSV,first,ozheq6kuti0jm34rly4k,105.0
98,3IO0GH,first,tcc18pu3bhav248ggm7w,81.0
99,3IO0GH,first,zj0ogmxz6avwqy9sli4b,71.0
100,3IO0GH,first,uiiaqcgw260plk4473zw,87.0
101,3IO0GH,first,r19tav3qmqyvqqqddldz,66.0
102,JQ20U3,first,vvcj72j9m7nbc71s0mmx,97.0
103,JQ20U3,first,eiv44qod3iuv2u7gizur,87.0
104,JQ20U3,first,fiycb5q5p7h1f3s18r7t,76.0
105,JQ20U3,first,1tf663ykq58b1579hvob,93.0
106,J0DA1Q,first,typm1y9mvn9yjrs5ua2s,154.0
107,J0DA1Q,first,m6rvnmliou1juoxd6geb,147.0
108,J0DA1Q,first,adsgjwq73mlnfh4ldaee,145.0
109,J0DA1Q,first,7rq3vtdammgt02fpu2so,154.0
110,J0DA1Q,first,3t1q6jhry0xxh2bcmt5l,157.0
111,J0DA1Q,first,uhd6ir6zyx84b7md6zpf,150.0
112,J0DA1Q,first,recydfk7iz6hz6bi4jny,155.0
113,J0DA1Q,first,2y3gltuba4f154gojme3,163.0
114,J0DA1Q,first,kwuozki85i4vs0zcer9x,154.0
115,UY864J,first,7cfwqr76v95tuuqmt8tm,103.0
116,UY864J,first,fi9901uhyu1p5c64spgp,109.0
117,UY864J,first,m7wqg4cf589n6dgb3w7h,116.0
118,UY864J,first,iu5nhuonzbx3slkw4d04,119.0
119,UY864J,first,tubdsfpkh694bsdq2czx,112.0
120,UY864J,first,f419p1gqt843wz16f7t6,100.0
121,UY864J,first,531fzu1g9j50fm63anba,107.0
122,5MZWXF,first,yv3p0v2x12v7vh1owsrv,68.0
123,5MZWXF,first,gxn6o001by4k6fgfw8xx,75.0
124,5MZWXF,first,70qgh5rqg7mllvwh7ei5,62.0
125,5MZWXF,first,9luytxktdo5qxvp2tufk,62.0
126,5MZWXF,first,v8bk4m9hf41b7gtk0v3e,68.0
127,5MZWXF,first,2p69ea42sdpf0v0abfnc,65.0
128,ZUTE0O,first,0hly1jlol808d5v5dd70,117.0
129,ZUTE0O,first,o5zxfwkjsc34y4a6fq7i,117.0
130,ZUTE0O,first,ahh08nsu3ya3dfisncbt,104.0
131,ZUTE0O,first,ymfuaf6m5qngka4tab2o,117.0
132,ZUTE0O,first,6yamdeotktsdhm44f1x3,106.0
133,ZUTE0O,first,oak3rlnnw1710f1py11g,128.0
134,X63KIP,first,gx6e2zv13kza6sfa44bq,101.0
135,X63KIP,first,uh0ya5v44jcql2d5skpy,88.0
136,X63KIP,first,phtgimuq96ukqp398jwl,103.0
137,X63KIP,first,5d9da4pnfl9cwt2vtdvr,98.0
138,X63KIP,first,5ofrowk6rj4ile1ni9vj,95.0
139,X63KIP,first,8sykwj2ic9q5si1j1pnw,109.0
140,X63KIP,first,qkr2z53oie1qzc72c53r,102.0
141,X63KIP,first,h3r1tlvu0ed7bbbbiopk,107.0
142,X63KIP,first,d684egre3f915ctwufrm,109.0
143,NUXNTH,first,61u0tw5rm7kqtymphqka,128.0
144,NUXNTH,first,n9geq7spiloqrf4yqq4m,123.0
145,NUXNTH,first,eqr5nq61lz5ysqvv0v2d,84.0
146,NUXNTH,first,jy5a81hfb9dlz14spatm,108.0
147,NUXNTH,first,rmhpj4huleqmthxhsxft,117.0
148,J3ABF0,first,ihgtm4cr09aoqo01cbry,139.0
149,J3ABF0,first,q1wi8282iny7k1z77w2t,135.0
150,J3ABF0,first,zspkwt65fnwzrqm06zqh,123.0
151,J3ABF0,first,097zipmka9psb3ku83rc,105.0
152,PMUF8R,first,udna1nhr5oe1fksefszp,96.0
153,PMUF8R,first,u26cczka19h7j1a0x0jz,98.0
154,PMUF8R,first,14azs9jijsx01me8udj3,91.0
155,PMUF8R,first,zw7ugwogev26jlgsyg70,98.0
156,PMUF8R,first,fz2d7h3r1h1l7puk0d15,100.0
157,PMUF8R,first,4charjszlf7cg0wrsqvj,93.0
158,2VYWJO,first,vj24cfqmw05blwt8un0y,116.0
159,2VYWJO,first,v1ael7wx9gs7ixlf95kg,86.0
160,2VYWJO,first,1ty08ju3ma6qa3ajtxmq,90.0
161,2VYWJO,first,be7lim1rvmstmrftnr64,95.0
162,2VYWJO,first,95clw5lv8lxhwynb6zn3,96.0
163,2VYWJO,first,fc10lxkjmrxadfgda5eg,116.0
164,2VYWJO,first,4ntbj0obgxl81lpwqet9,98.0
165,2VYWJO,first,somon4hxsuuzcolj0vhd,104.0
166,MDKAAK,first,yxi6rghnkk4ef8atti3v,80.0
167,MDKAAK,first,ibi0dz2mn4myr9iyqbyp,95.0
168,MDKAAK,first,pegp8mle3ge31yvhibrx,78.0
169,MDKAAK,first,upbc3u5azpty9exc9n3d,69.0
170,MDKAAK,first,ac3d6oiwyk9ni0sb6no6,82.0
171,MDKAAK,first,qnm2fg3sytwrshcadt2e,79.0
172,MDKAAK,first,in83h6mgd03wtjlqrly6,82.0
173,MDKAAK,first,eyc9u6d6u5ewol9axrab,83.0
174,18YN60,first,bkcp05kikgt5erwmhpk0,102.0
175,18YN60,first,e2ge61t9rd53t4k0u15u,79.0
176,18YN60,first,0b6c3m1m5bv0bhjkq1o3,124.0
177,18YN60,first,4k3wnwbccfyr8hnyf1g8,105.0
178,18YN60,first,2jrgcgsi5811nqrg0spr,85.0
179,18YN60,first,oljkbmcnox0x5idjq8r4,95.0
180,18YN60,first,tj4qllooutzpsrlemkgk,70.0
181,18YN60,first,46h8lae2q2uci0nflcf8,92.0
182,LZLVZB,first,41lq3uzlrzkb15y4df4z,69.0
183,LZLVZB,first,eipoup4fdlpwbhxfjk21,88.0
184,LZLVZB,first,ak0m84nhfikb5yqyl8m6,63.0
185,LZLVZB,first,ks89at7pahluprrk6091,68.0
186,LZLVZB,first,zb39lc4u6uwblnf3l7u1,77.0
187,LZLVZB,first,c9gtg8s7rk1ubb6nx2oj,70.0
188,8C2YXB,first,xoqaqtmaleg7ukx0y9bg,73.0
189,8C2YXB,first,o55vdz5w9h2vslcmq1k5,95.0
190,8C2YXB,first,ya3x6m47nz9851zejxw8,79.0
191,8C2YXB,first,by5sgzx6r58cbe3rjil4,80.0
192,8C2YXB,first,cjbfjjn5ndfcyviopn4w,60.0
193,8C2YXB,first,lrr8apos8gusuma3tpfh,79.0
194,GENISL,first,zunb16jjdavvwbf14838,101.0
195,GENISL,first,s8jqxk6dw9q947pr6hkr,111.0
196,GENISL,first,54qf2m8fpxxgk6q3q0hc,119.0
197,GENISL,first,8q5udvq6f50ean9mjrjk,117.0
198,GENISL,first,xxnrlsngeazm3q1hvjk8,123.0
199,GENISL,first,awpk484qemu2xgbbn4vo,119.0
200,GENISL,first,u5sycvbf93vwezs44agz,119.0
201,GENISL,first,x9fdxvp7wen1jrhjwhcv,113.0
202,FTFZNS,first,2frfzpvgs5e0f7zitnux,147.0
203,FTFZNS,first,q5ndc9jqmmcoz4xgfx9y,107.0
204,FTFZNS,first,7mmv7ymxp86xeh0qa3aw,122.0
205,FTFZNS,first,jbjsret4dnty7tl9l43f,140.0
206,FTFZNS,first,aqmo6x6ocntwqfz82vdc,126.0
207,FTFZNS,first,7su12uzfdflk0f5p0slw,121.0
208,1KJ6I5,first,soqdo118q2vrxkjpux0d,139.0
209,1KJ6I5,first,hvr40blovsbwbid191p5,118.0
210,1KJ6I5,first,fdbpnemoo9n5ilqewt1e,100.0
211,1KJ6I5,first,rv8t2vifl5tlqhu5dcm9,126.0
212,1KJ6I5,first,c5lyotu7un5y1513n4hy,91.0
213,1KJ6I5,first,bpscqrm89bk6c5xx56ev,101.0
214,1KJ6I5,first,zfbzpbwbd0nfw7wvg68p,104.0
215,1KJ6I5,first,v6bky9mr2522o6l6e30i,111.0
216,P1YCOZ,first,t3frfqj0as7wmbrri183,99.0
217,P1YCOZ,first,j6omr40zxvttckuczpce,97.0
218,P1YCOZ,first,7ms094yt5cfovy4idfl0,92.0
219,P1YCOZ,first,o6i5bqrz1jo1q9txr5ah,93.0
220,P1YCOZ,first,cysq8gx78po56xw8qdwf,115.0
221,P1YCOZ,first,571av6jln6e0oxi3ltsl,113.0
222,P1YCOZ,first,07v15kkm933dovlcrt10,88.0
223,MNW098,first,rp5b4wv2j3ctm12wdhjt,130.0
224,MNW098,first,88d6z42cpi2j819qn56m,136.0
225,MNW098,first,db94h91inc52iurlut91,131.0
226,MNW098,first,ud6g2fgnt4a70sb5vzgk,132.0
227,70AIOQ,first,veazac50xdyl00smiclr,69.0
228,70AIOQ,first,ogo9gw97g514kgzzywqr,62.0
229,70AIOQ,first,fhitrcerdpf16qrikwoq,73.0
230,DGEX9K,first,0s65snxrz3sdb71rrnxl,103.0
231,DGEX9K,first,g6xr76qsp7yz3gbe59dx,101.0
232,DGEX9K,first,gruj0tyxibtsqqmse4th,84.0
233,DGEX9K,first,pphh0zwv2zmxar0ov66f,96.0
234,DGEX9K,first,0w9ts9fwtvp5xsi3v2py,90.0
235,DGEX9K,first,z52ee5xttdcdgmd99n08,87.0
236,DGEX9K,first,cmhk2koy30qaa61bdn5f,97.0
237,TIFWYD,first,kmpl0o0dl8cztn0k8vvt,147.0
238,TIFWYD,first,n9rbfq21qzx1sr2e21qy,126.0
239,TIFWYD,first,c7cqp0mgdrou2ql38zev,117.0
240,TIFWYD,first,trsgx3glfms5mv2pdew9,120.0
241,TIFWYD,first,6q0mstwlciu7kgyj06yi,134.0
242,TIFWYD,first,72zkwouvbilqej780hbd,123.0
243,TIFWYD,first,anflds9tchqtdpx6ig2q,122.0
244,TIFWYD,first,1chag9fmpcmr7jp9q51a,134.0
245,TIFWYD,first,8osjojae1shopbjfu4us,142.0
246,RHDCJO,first,l0qv7jk092ud4eblxfpv,96.0
247,RHDCJO,first,7x7jkw3o71av0f8cx09n,88.0
248,RHDCJO,first,urojjay4pkgppj2t29lq,87.0
249,RHDCJO,first,o5uiev09dpzqb3lu7y7l,93.0
250,RHDCJO,first,2rr3nl8w5r02nzx8volv,86.0
251,RHDCJO,first,xbmbgxwi451erqqtzhq7,78.0
252,RHDCJO,first,yferwyocnlgfv4jnno5z,85.0
253,RHDCJO,first,vx4hpiqfw5tj7vu2a21j,77.0
254,P6TNMC,first,08uxl2xoib93qxdbm5vk,92.0
255,P6TNMC,first,gjkk92ch9bhfraf0mpwd,106.0
256,P6TNMC,first,1lzhi4fxmhy5thmzdkoz,119.0
257,P6TNMC,first,3y7fpogjy5w2qytmxtkn,99.0
258,P6TNMC,first,y8pibzur10m22y9z70nk,84.0
259,P6TNMC,first,ljqnv2ooc85gr50rrzm0,99.0
260,P6TNMC,first,ye8xpybltz4zhigt5476,113.0
261,NVN5DV,first,yfpkrgt0u62h8zaanm69,98.0
262,NVN5DV,first,kxmdt0chtimsq99l9axm,91.0
263,NVN5DV,first,hkp3qlnvlytg2c8o8vzf,82.0
264,NVN5DV,first,yp05405qlv6fvlbm279o,110.0
265,NVN5DV,first,3dxb1e9lynb6i71xq5ol,94.0
266,NVN5DV,first,jekxuzna2v68agj1pvv3,68.0
267,9NILYT,first,vaipfmhda1limqs6vz7m,77.0
268,9NILYT,first,imhq0rie79h7pwujgwyq,65.0
269,9NILYT,first,3xq7gtc6e4mqqqkn1g4r,64.0
270,9NILYT,first,vm4rjtndmi706mg3cm9i,71.0
271,9NILYT,first,xjlni6x3itu47dc26jm3,52.0
272,9NILYT,first,15odz7dq54qkyqlieb5e,62.0
273,9NILYT,first,bj2x81s1ugd5dm1y6qkl,68.0
274,9NILYT,first,6891yuumd5h5ixkp94g0,60.0
275,9NILYT,first,m2pirdmbfz1yewhpngtx,72.0
276,CTKAG1,first,lgq1tu0a6xfie396ixp4,86.0
277,CTKAG1,first,6vssplayb04e591wtuxi,88.0
278,CTKAG1,first,8p7mlli8jvmssalrhsvh,98.0
279,CTKAG1,first,12oagwig0uhpcaivpew5,93.0
280,CTKAG1,first,y7gxay9f10hh26p6i322,88.0
281,CTKAG1,first,0xtdq4n5egcpa32jw8gh,83.0
282,SSHCZK,first,aef9vtpqags3a2ybmx9m,79.0
283,SSHCZK,first,b5tt07xxt4ymr8dovezz,81.0
284,SSHCZK,first,o634x3x0pjieocqofg25,71.0
285,SSHCZK,first,cqwmukaw90n8t9830zj0,64.0
286,SSHCZK,first,c4rasjrcvix0sb9sty9v,76.0
287,HU85NK,first,pjljt0bbuzbv6pellzcu,114.0
288,HU85NK,first,ju2jj20y1vxsh224lu93,119.0
289,HU85NK,first,3hdemr43k4o79w83zf4a,116.0
290,G8R634,first,r4auy0f9vw4qt171fqm1,113.0
291,G8R634,first,z9mh45phtyk8aabxo0rr,71.0
292,G8R634,first,djgxvtah6oj1qdnklcp0,88.0
293,G8R634,first,oyfv50na67l3izz8t2pf,85.0
294,N803M6,first,zesnbh37p43abk86vu7p,120.0
295,N803M6,first,7avebmwc581omgrnndjm,112.0
296,N803M6,first,0ek76wj294azx7a5u2tu,103.0
297,N803M6,first,4gjfjkhht3otkdlmvcdk,127.0
298,N803M6,first,0y03fev7jxsvpi9no0ka,122.0
299,N803M6,first,rik2wwtflofw97j05f52,110.0
300,GX5CZR,first,ev1risqdyo74hqac430u,94.0
301,GX5CZR,first,0uygzspm5316hrvhf1bg,75.0
302,GX5CZR,first,avl1tiqfzkh6urh65fnn,82.0
303,GX5CZR,first,1xcmvzfu9sxlj5f2a43g,115.0
304,GX5CZR,first,iq3wrgkxz29ko0rkso65,89.0
305,GX5CZR,first,bviuheux53ay9bfwqj18,83.0
306,GX5CZR,first,ullod9u602p5kkem3gdr,94.0
307,GX5CZR,first,jumgcrhnvxtylgh7b414,90.0
308,J0PN2S,first,gl0ab4160ywhh9zs42fq,92.0
309,J0PN2S,first,xb42heyn0iz4ohl904j1,103.0
310,J0PN2S,first,8ylm4dvhj150u4coajcl,91.0
311,J0PN2S,first,iouasi102s3wev3num1w,101.0
312,J0PN2S,first,pareoqf44u3otag0gdjs,88.0
313,J0PN2S,first,x85wgvpyyjr8b8k48c3m,109.0
314,J0PN2S,first,lz555b924vw51hrin4wg,97.0
315,J0PN2S,first,ctquk4qdszk4vlxkgk13,92.0
316,J0PN2S,first,hswxyfogukv7bwyftskp,99.0
317,V2YRDW,first,0ci0e3htt2fnm7yu0q7n,120.0
318,V2YRDW,first,bwqof609n755ha694kn9,115.0
319,V2YRDW,first,09m0o416oizodsr1pd0a,121.0
320,TJPIK7,first,825jeokg0s5mux41cd09,111.0
321,TJPIK7,first,d0ruhpomnwd5xskzne4t,117.0
322,TJPIK7,first,fqtcn1r3vrrnsvl8ho8y,110.0
323,TJPIK7,first,2f5au9o74cp88o2lvzxg,113.0
324,TJPIK7,first,19wo4c50kx2oto4dzzwi,118.0
325,TJPIK7,first,5ab5wj7yftvwwbjrwdge,114.0
326,TJPIK7,first,v5jz44cy851xdm1johwq,112.0
327,CP17NC,first,tpbrxl3ccck2shx08l7t,88.0
328,CP17NC,first,bslrq7w0qi1k4ezchlpy,106.0
329,CP17NC,first,1hr77ce054huw7vuh652,110.0
330,CP17NC,first,fw2aox410zgszz0ehsh7,98.0
331,CP17NC,first,8rz5f30orswcjc2rrsaf,100.0
332,CP17NC,first,dkd2mzgrsa013oprgm1x,110.0
333,CP17NC,first,g90y2dgy295sjxen4dac,107.0
334,CP17NC,first,wkuj9o54yx1szzg7l37q,99.0
335,HA87NZ,first,kn8018dk5f1aqsgkencf,55.0
336,HA87NZ,first,fdfk555jllkri6q45w6b,76.0
337,HA87NZ,first,u7f8a4t0gmyb06j33vw8,62.0
338,HA87NZ,first,xzp6ct9zfoojn8cqkzk9,74.0
339,Y67ZAX,first,d00e9tpqk6enxx7tktdi,73.0
340,Y67ZAX,first,ae8czhic73nfil9p8xgo,77.0
341,Y67ZAX,first,uchuj0ygl9cn0we1oen1,77.0
342,Y67ZAX,first,ufapre0n8q7y96vvsch7,80.0
343,Y67ZAX,first,vxioqjbgg154rzt7dv3l,84.0
344,Y67ZAX,first,0p782oixxc96jjfolueg,68.0
345,VU5KXE,first,ysix20e6ajz16p2hhlpt,122.0
346,VU5KXE,first,g1eh7c5tdpwsnm6sjaq2,104.0
347,VU5KXE,first,6dk8ivpud58wfdcuj4uk,93.0
348,VU5KXE,first,rkxuoki38h4grugwc3zi,121.0
349,VU5KXE,first,a8s0g5oobrv39fxagehb,114.0
350,VU5KXE,first,48cchqbut4yx2ch9bssp,118.0
351,VU5KXE,first,q7bhanojbtjcc2jksm89,113.0
352,C3W4MY,first,1q9g5w384ef2vevultpv,64.0
353,C3W4MY,first,2n5irkbyrjlvvu71puym,62.0
354,C3W4MY,first,qw813s8o08entky1zclb,78.0
355,C3W4MY,first,dpvoxpqj573ys3jmexcx,69.0
356,C3W4MY,first,0chl4yqlwigr1f03bkdc,79.0
357,NMFNE3,first,z7x56kpdy46wid748wh2,103.0
358,NMFNE3,first,y0kmvlolipw4yau7ivlg,79.0
359,NMFNE3,first,f2zoqiykzmbm452f86fl,111.0
360,NMFNE3,first,jc63cpdgtuvls551ms4v,103.0
361,NMFNE3,first,dif1os3mj5rdr8zisabn,91.0
362,NMFNE3,first,vvuxrljuw0pafkb4quqt,87.0
363,NMFNE3,first,forn3fna7n64klywsp7g,94.0
364,8HTOX9,first,jz4mzw6gqdd1oq36u87s,104.0
365,8HTOX9,first,36odeq6m49mcx1px3mad,108.0
366,8HTOX9,first,4sjtpx4itquonr05zl4k,118.0
367,8HTOX9,first,2rr5sv8sktut9v25wodp,82.0
368,8HTOX9,first,xjf0gzx368fbhwczu5r8,103.0
369,8HTOX9,first,7rah3w8w6c0p8enb290q,98.0
370,8HTOX9,first,nl0j6p6kwgt5g3ystsl7,108.0
371,8HTOX9,first,exk2nmdsj7itc45jpmaa,110.0
372,U72Y1Q,first,unnr96q1wdlirjbrg5o2,47.0
373,U72Y1Q,first,057hfw2mb1bmop0uuim3,56.0
374,U72Y1Q,first,8nx0ja5tl7xyy1l3zr9u,54.0
375,U72Y1Q,first,3y0uh0p615ttiy289k6o,47.0
376,U72Y1Q,first,ya07hyq7gscemnvn6mpl,43.0
377,U72Y1Q,first,ccxfk869kqnftko9pgtz,45.0
378,U72Y1Q,first,cveebpx9d0o48g0194m5,57.0
379,DQ3T0T,first,t4x8007vboo8tkl6k39j,75.0
380,DQ3T0T,first,4mqmq608eoiycpnwwvwq,63.0
381,DQ3T0T,first,6l6mpwsrgf0ecj9dk7vw,70.0
382,DQ3T0T,first,00mh0qimg3fuc2ig05g8,61.0
383,DQ3T0T,first,pqgsp7v9xun6yqz5saa3,78.0
384,DQ3T0T,first,77ct066vn212jm4i2oxg,70.0
385,DQ3T0T,first,bivztx5x6fj48p2ce39d,66.0
386,NS16I7,first,qott52ivxt167hxnpigm,106.0
387,NS16I7,first,rrhawdkxarhonanvfu72,130.0
388,NS16I7,first,qva9seugawy4023mqxq1,122.0
389,NS16I7,first,bo8wt5iqy7lg4tzkrvyn,123.0
390,NS16I7,first,msei604zmom99zwjh7zm,134.0
391,NS16I7,first,1llgzilqk009wnmau5pi,143.0
392,NS16I7,first,ls92gi3w3gm67b0584h0,127.0
393,NS16I7,first,14vycv2ia2wd7sdhbk9g,125.0
394,7L1AAR,first,rr2nwbgzf3r6gbk3wsr9,77.0
395,7L1AAR,first,fv145ed3c2bxhaw9hlfk,95.0
396,7L1AAR,first,n89owfa7n3o6lkg373zo,103.0
397,7L1AAR,first,qczxenwdrlox1uom8yf4,86.0
398,LEMKKK,first,lk3snsnfgtxazgjdnnwk,68.0
399,LEMKKK,first,q3kur3vk1rr1d1n5jxty,73.0
400,LEMKKK,first,o3t3c76u26gvtscqpiud,62.0
401,LEMKKK,first,86zdy4lc3j854qtrtm0e,70.0
402,LEMKKK,first,r6l078bxk4216q0worey,63.0
403,LEMKKK,first,sgu7zkj6l07m0ju15xqz,63.0
404,BI85YO,first,7u7n9wmux9beq8x1o9r4,91.0
405,BI85YO,first,tpj9lltpdb5llwe93ar8,95.0
406,BI85YO,first,0773c6cfydwxdry91mua,81.0
407,BI85YO,first,bwo3z9tkz76qorm2s6e4,89.0
408,BI85YO,first,1hk4iytchg9okrgqmrk5,84.0
409,BI85YO,first,xnms12mfyfm14v262x65,69.0
410,SC89RT,first,viow7kjogp05vlwgfg9g,147.0
411,SC89RT,first,luvlcsewdyczr3z0z52w,138.0
412,SC89RT,first,abwzfiz8dt198f8i4ofv,147.0
413,7S4W54,first,n7h4ztkezliu0ulplj71,108.0
414,7S4W54,first,3694tr30oe62qi385vm7,106.0
415,7S4W54,first,60rsvaidesm058hi7izj,117.0
416,7S4W54,first,3gmsn13upydagimlg764,137.0
417,7S4W54,first,odppwn63h85kp6p6vkpd,121.0
418,BY0SC4,first,48sfbhl6tfkdo0852nmn,127.0
419,BY0SC4,first,t82o2e41tb75343vvecy,132.0
420,BY0SC4,first,kpm6bv7hazyosi3jegs1,140.0
421,BY0SC4,first,hdak7nv4brsh0y1v2mfn,133.0
422,BY0SC4,first,nx18s48f1squjleri969,124.0
423,BY0SC4,first,7lsvg9rm1g9ofibwt33v,137.0
424,BY0SC4,first,f22mz1c4pv2xvnwnl99s,145.0
425,AAZUWU,first,sgoxe4sszrv0l6vs754k,58.0
426,AAZUWU,first,cdms3mxtpjisc0uc4q2g,95.0
427,AAZUWU,first,j3642323zgthyfs8n0b3,70.0
428,AAZUWU,first,e29se37fsci6jnt3hd2u,95.0
429,AAZUWU,first,y5ppkcqo4krs11zkvuu6,90.0
430,AAZUWU,first,cp16k4gewl9q2rgdlwry,92.0
