age,metric,group
young,9797.833249192785,control_before
young,8790.635273068956,control_before
young,9340.746524366781,treatment_before
young,8186.004778302282,control_before
young,10696.592517118805,treatment_before
young,10194.47862145501,control_before
young,9395.22006787377,treatment_before
young,9879.777367337245,treatment_before
young,10835.829427443692,treatment_before
young,9370.24447716324,control_before
young,10445.562708706442,treatment_before
young,9914.45721268491,treatment_before
young,8808.170493662863,treatment_before
young,9521.738744193091,treatment_before
young,10183.09165556961,treatment_before
young,9248.814373230098,control_before
young,9721.798747618324,control_before
young,9568.259575890703,control_before
young,10195.599336457675,control_before
young,9914.169020634607,treatment_before
young,10823.750434263115,treatment_before
young,9572.704757398531,treatment_before
young,11509.117756311438,control_before
young,9622.466120095538,treatment_before
young,9888.600393944367,control_before
young,11136.529834013447,treatment_before
young,9443.703657683272,control_before
young,8992.751763752873,control_before
young,10068.109816750144,control_before
young,10380.308422638882,treatment_before
young,10916.653329373263,treatment_before
young,9445.19355253471,control_before
young,9194.593670714592,control_before
young,10206.434009091168,treatment_before
young,9663.693146900387,treatment_before
young,11164.579787256467,control_before
young,11160.653397035796,treatment_before
young,9450.644730708767,treatment_before
young,10632.581812091117,treatment_before
young,9055.33393521309,treatment_before
young,7696.937614128707,treatment_before
young,10130.625635399934,control_before
young,10352.877818618921,treatment_before
young,9670.912069799253,treatment_before
young,9662.549010965658,control_before
young,10672.755043068915,control_before
young,10017.763704208874,control_before
young,9563.004419152941,control_before
young,9935.72460023804,control_before
young,9300.489686384299,control_before
young,10319.008893211509,control_before
young,8531.57222277068,control_before
young,8226.820465803456,treatment_before
young,10322.453997827013,treatment_before
young,10331.661115022649,control_before
young,9527.811090354036,control_before
young,10112.48718279227,treatment_before
young,10221.951372852829,control_before
young,8517.16670367018,control_before
young,9375.861083073916,control_before
young,8895.234961869928,treatment_before
young,10661.038885566511,control_before
young,11592.750269469861,treatment_before
young,10676.785068560046,treatment_before
young,9488.636241504479,treatment_before
young,9913.188480291448,treatment_before
young,11030.969353597657,control_before
young,8370.279616016536,control_before
young,10453.671950771597,treatment_before
young,7126.5358313372735,treatment_before
young,10802.22645847464,treatment_before
young,9726.38983551615,treatment_before
young,9578.365404515385,treatment_before
young,11021.683605224667,treatment_before
young,9891.060874598643,treatment_before
young,11380.337966243704,control_before
young,10454.889023669706,treatment_before
young,10541.357329061939,treatment_before
young,10193.146995146488,control_before
young,8827.044138233561,control_before
young,10779.663273322314,treatment_before
young,10658.93459450969,control_before
young,12271.431037140084,treatment_before
young,9433.804486912548,treatment_before
young,9731.770995145134,treatment_before
young,8876.761185545714,treatment_before
young,10980.845810936218,control_before
young,10343.512113169481,control_before
young,11653.576275310083,control_before
young,8814.752169898175,control_before
young,12694.597069015088,control_before
young,9758.655245507796,control_before
young,8295.906773372877,control_before
young,11768.099001212195,treatment_before
young,9186.489242589569,treatment_before
young,9367.979643790157,treatment_before
young,9862.427249002005,control_before
young,10666.956420814742,control_before
young,10180.772870568828,treatment_before
young,9464.097398904018,control_before
young,9329.674892019311,treatment_before
young,11660.385663809653,control_before
young,9145.26539034705,treatment_before
young,8663.865160375582,control_before
young,9339.454957769813,treatment_before
young,10516.400812004273,control_before
young,10202.758111908222,treatment_before
young,11484.545957588227,control_before
young,11419.32149445918,treatment_before
young,12539.459212910015,control_before
young,8665.702028669955,treatment_before
young,9272.158964398104,control_before
young,8245.494093517176,control_before
young,9509.725315813736,treatment_before
young,9690.183696376964,control_before
young,10445.792253906116,control_before
young,10917.226819258953,treatment_before
young,10209.302902725609,treatment_before
young,11672.509693910608,control_before
young,9040.831915433333,control_before
young,10256.28251731271,control_before
young,9383.642869909414,treatment_before
young,11279.470363790304,treatment_before
young,7939.068815718478,control_before
young,8149.27088336166,control_before
young,8741.548575963081,treatment_before
young,8835.748375687872,treatment_before
young,10385.97657711313,treatment_before
young,9144.614955899473,control_before
young,10497.649606309167,treatment_before
young,10121.715679782294,treatment_before
young,8812.312434817733,treatment_before
young,10852.558885036464,treatment_before
young,9095.157484254447,treatment_before
young,10578.395048129769,control_before
young,12304.907210304533,control_before
young,11056.533058059502,treatment_before
young,10479.515411929402,control_before
young,9538.518386551057,control_before
young,8724.572502947907,treatment_before
young,12138.610022848858,treatment_before
young,10091.037627870408,treatment_before
young,11797.367920866951,control_before
young,10917.548497053212,control_before
young,12070.959644986156,treatment_before
young,11439.067745044864,treatment_before
young,10806.913456808794,treatment_before
young,10896.301295911102,control_before
young,9606.498209057725,treatment_before
young,11395.16245698246,treatment_before
young,9548.554162837754,control_before
young,11037.146533443392,control_before
young,10839.144165274889,control_before
young,11075.603050656635,treatment_before
young,10507.388990040548,control_before
young,9696.266942777173,control_before
young,9422.187287238456,treatment_before
young,10049.459349218305,treatment_before
young,11584.65012760469,control_before
young,11585.181708530956,control_before
young,9740.581738304665,control_before
young,10077.78671212691,treatment_before
young,9890.472058003426,treatment_before
young,8820.777480672426,control_before
young,10840.510837077214,control_before
young,10078.97457703816,treatment_before
young,9618.783567486817,control_before
young,9678.142110505672,treatment_before
young,8735.77910186684,treatment_before
young,10036.236609868089,treatment_before
young,9406.93126582536,control_before
young,10437.027568016552,treatment_before
young,10863.983142978159,treatment_before
young,11882.11758039981,treatment_before
young,7558.314403384369,treatment_before
young,8882.047172891169,treatment_before
young,10000.016020899982,control_before
young,10207.84846062148,treatment_before
young,9733.428914685988,control_before
young,11494.635158755034,control_before
young,10510.992236608701,control_before
young,10454.978567701613,treatment_before
young,11345.550005352612,treatment_before
young,8627.548781364369,control_before
young,10450.110742631465,treatment_before
young,9497.728620038988,treatment_before
young,6580.32767266498,treatment_before
young,8915.3565471763,control_before
young,11259.10059483472,control_before
young,8923.947997757876,treatment_before
young,9198.06908472694,treatment_before
young,8589.426047292554,control_before
young,10510.735954397815,control_before
young,10493.099352835194,control_before
young,11218.274178430285,treatment_before
young,10066.299705425086,treatment_before
young,9044.960140373627,control_before
young,9735.32508852649,treatment_before
young,10933.099825619962,treatment_before
young,8781.816295289858,treatment_before
young,10469.80896354544,treatment_before
young,8852.538810339025,control_before
young,12828.554925419328,control_before
young,10420.031025369575,treatment_before
young,10707.815667888932,control_before
young,10245.736383268115,control_before
young,11637.893719485939,control_before
young,9320.359985209485,control_before
young,10158.197387928996,treatment_before
young,10656.632028542203,control_before
young,10182.170404975997,control_before
young,9569.515285399952,control_before
young,7731.383229701801,treatment_before
young,10135.698096559914,control_before
young,9531.664574651893,treatment_before
young,8320.146079131153,control_before
young,8949.030175184715,treatment_before
young,12157.861155766253,treatment_before
young,9578.344452879826,control_before
young,9463.851459209605,treatment_before
young,10969.747743553544,treatment_before
young,9530.45038407921,treatment_before
young,10639.612583646354,control_before
young,9504.864325328825,control_before
young,10151.260762233382,control_before
young,9341.59647343345,control_before
young,9200.053251767267,treatment_before
young,10792.353462940677,treatment_before
young,10798.596496993738,control_before
young,10089.74847522873,treatment_before
young,10180.58086202415,control_before
young,10619.872102453208,control_before
young,8924.350052952148,treatment_before
young,9812.531195520605,control_before
young,9757.194405391087,control_before
young,11179.607694232858,control_before
young,10778.248698152813,treatment_before
young,11075.782645095416,treatment_before
young,9379.000107350603,treatment_before
young,10034.95744859166,control_before
young,9080.357340600043,treatment_before
young,11027.422620257174,treatment_before
young,9945.059544666876,control_before
young,11661.381446166857,treatment_before
young,9757.854981761855,control_before
young,10687.405159751917,control_before
young,9940.289052083526,control_before
young,9730.740182428448,treatment_before
young,9618.428762444939,treatment_before
young,10035.112031529057,control_before
young,10392.513852545348,treatment_before
young,8074.1466586862,treatment_before
young,10059.516644078582,treatment_before
young,9693.795005671984,control_before
young,8761.94658385361,control_before
young,9900.954158656452,treatment_before
young,12139.677026120593,treatment_before
young,10000.029162263196,control_before
young,12627.68910302098,treatment_before
young,10558.81150013732,control_before
young,9582.341101381366,treatment_before
young,10992.614686229366,control_before
young,10084.5803691921,treatment_before
young,11504.592400578224,control_before
young,9865.488970677474,treatment_before
young,10238.353006795696,control_before
young,10035.110787029651,control_before
young,12084.11240674031,treatment_before
young,12381.019168209059,control_before
young,10120.658871413152,treatment_before
young,9995.134262448502,control_before
young,11279.757874533896,control_before
young,11026.329804119248,treatment_before
young,9192.440776957374,treatment_before
young,10050.59075125155,control_before
young,7083.382380809062,treatment_before
young,11448.840116610856,treatment_before
young,11118.564470606927,control_before
young,9302.347800754858,control_before
young,9798.815982472655,control_before
young,11259.480831908357,control_before
young,9740.18746093598,control_before
young,10262.009726343851,treatment_before
young,9666.864128614678,control_before
young,9236.184327360223,control_before
young,9274.85499974276,treatment_before
young,10645.54463885234,control_before
young,9528.154430846558,control_before
young,9092.376051093006,treatment_before
young,12044.840855821472,treatment_before
young,10361.903975317411,treatment_before
young,9465.659772629502,control_before
young,9044.997848404748,control_before
young,8073.835707719325,control_before
young,9837.65542961969,treatment_before
young,11070.049324700809,control_before
young,9247.72513416369,control_before
young,9475.16303247156,treatment_before
young,10607.110822424838,treatment_before
young,9107.061696148634,treatment_before
young,10244.373426078204,control_before
young,10462.894827869544,control_before
young,11370.74571509847,control_before
young,11335.690602588244,control_before
young,9221.994508547614,treatment_before
young,8872.618744375719,treatment_before
young,10640.050616542001,treatment_before
young,10242.514866000838,control_before
young,8787.137235243625,treatment_before
young,10930.145879339587,control_before
young,10223.416422275484,control_before
young,9507.941127611972,control_before
young,9095.270101532598,control_before
young,9436.216322354547,control_before
young,9030.690711490188,treatment_before
young,9969.297363750056,treatment_before
young,9815.477290284975,control_before
young,10788.804802537252,control_before
young,9710.19647219432,control_before
young,11176.199565445193,treatment_before
young,9833.549096193181,treatment_before
young,10376.601045299067,treatment_before
young,12247.907982366649,treatment_before
young,9624.876130327175,control_before
young,11516.187912605305,control_before
young,11583.64643002946,treatment_before
young,9661.15469868336,treatment_before
young,11090.782424842906,control_before
young,8081.387624774949,control_before
young,7772.296506656043,treatment_before
young,9851.530661126206,control_before
young,9936.565825552903,control_before
young,10072.356051323335,treatment_before
young,8723.614260159786,control_before
young,7187.07146128117,control_before
young,10743.409994794642,control_before
young,9835.038926344843,control_before
young,7818.960789278521,control_before
young,11010.775303986195,treatment_before
young,10233.926863023955,control_before
young,12712.967799155002,treatment_before
young,9449.503117667888,treatment_before
young,9599.89444930571,treatment_before
young,10990.742750776722,treatment_before
young,6112.971634975765,control_before
young,8692.757584370767,control_before
young,9663.42327514628,control_before
young,10900.473717782084,control_before
young,10902.22406084593,treatment_before
young,10646.09293836408,treatment_before
young,11219.772790858562,treatment_before
young,9957.564412548969,treatment_before
young,10678.349314768742,control_before
young,10708.038944859061,treatment_before
young,11847.133186467525,control_before
young,9318.07145963717,treatment_before
young,7567.094966953433,control_before
young,9994.094625626152,control_before
young,10925.413739804362,treatment_before
young,8539.547200249157,treatment_before
young,9922.723107204261,control_before
young,8725.121282749422,treatment_before
young,8565.525746665176,control_before
young,8794.073759978084,treatment_before
young,12311.30566170537,control_before
young,10900.565373230713,treatment_before
young,10148.597890906902,treatment_before
young,10829.149886125893,treatment_before
young,8493.702949978693,control_before
young,11699.62787868287,treatment_before
young,10082.29420758889,control_before
young,10550.270304420665,control_before
young,12003.647252890709,control_before
young,9638.165244748114,control_before
young,10405.411904389803,treatment_before
young,9966.628010022414,treatment_before
young,9290.30085337055,treatment_before
young,8801.299468605088,control_before
young,9339.953958854523,treatment_before
young,9881.006861812564,control_before
young,10572.354702202123,control_before
young,9564.179715575865,treatment_before
young,9250.246964748574,treatment_before
young,9343.72734532358,control_before
young,9301.701556050733,control_before
young,8294.512150765155,control_before
young,10464.786746429067,treatment_before
young,12056.762041329619,treatment_before
young,9941.507313011618,control_before
young,9814.838899336812,control_before
young,9194.20119262923,control_before
young,9719.277180661622,treatment_before
young,12469.684834648746,control_before
young,11583.919576530116,control_before
young,11251.198692510061,treatment_before
young,10153.131218426166,control_before
young,10233.609384618385,control_before
young,10140.340074163481,control_before
young,9260.741445233798,treatment_before
young,10244.867564476825,control_before
young,9789.254717396392,treatment_before
young,9445.306354693843,treatment_before
young,9470.998324351716,treatment_before
young,10590.339838731921,control_before
young,8697.097607356103,control_before
young,10716.748375991205,treatment_before
young,9260.899149056868,control_before
young,10026.009657277184,treatment_before
young,11281.84178379375,treatment_before
young,11293.137480700834,control_before
young,10981.13395184631,treatment_before
young,10850.053592953962,treatment_before
young,11516.551846159051,control_before
young,9743.175182038636,treatment_before
young,10105.55142893102,control_before
young,9169.056896402977,treatment_before
young,13141.288957371076,treatment_before
young,10436.967368720607,treatment_before
young,8413.437275573855,treatment_before
young,12662.658389178245,control_before
young,10451.489150762844,treatment_before
young,8666.982798353707,control_before
young,9478.299734450995,control_before
young,9643.900593483142,treatment_before
young,10179.105689001759,control_before
young,10713.704686502891,treatment_before
young,10879.684981323177,control_before
young,10557.34630389207,control_before
young,10159.491750498057,control_before
young,9485.528459940644,control_before
young,10492.959072663014,control_before
young,9799.29234915611,control_before
young,9545.611769509636,control_before
young,9806.533437535365,treatment_before
young,10400.207069319928,control_before
young,11457.624161385309,treatment_before
young,12099.054840918865,control_before
young,9272.773512950615,treatment_before
young,10332.832867715559,control_before
young,10981.844366043655,treatment_before
young,11104.652624368322,treatment_before
young,8133.523210088296,treatment_before
young,11017.472470050543,treatment_before
young,11030.782655806617,control_before
young,11005.01370295835,control_before
young,8978.623845762762,control_before
young,11001.593279611146,control_before
young,9207.12119547489,control_before
young,9282.109488804037,control_before
young,9252.811323108068,treatment_before
young,10418.413689200004,control_before
young,10051.99264457541,treatment_before
young,9857.960759134947,treatment_before
young,9824.370093797248,treatment_before
young,12204.354225611653,control_before
young,8293.2859542363,treatment_before
young,10145.422124605713,treatment_before
young,10847.5044459102,control_before
young,10498.545717559313,treatment_before
young,10233.586795196536,control_before
young,10861.086081761452,control_before
young,9592.832660833654,treatment_before
young,9661.803723268107,treatment_before
young,11304.91393747165,treatment_before
young,10629.948251258462,treatment_before
young,10996.995297096906,treatment_before
young,8376.27676148334,control_before
young,8449.77052179145,control_before
young,10128.790279911145,control_before
young,9444.35423881488,control_before
young,9313.134285024033,treatment_before
young,9115.477766163787,treatment_before
young,10473.705822848193,control_before
young,9108.662004308411,treatment_before
young,9906.615025544765,treatment_before
young,10286.036278502925,control_before
young,10392.955719836476,control_before
young,11114.707818999244,control_before
young,9392.543766909712,treatment_before
young,9320.91200280973,treatment_before
young,11272.980504903515,treatment_before
young,10911.471535929824,control_before
young,11578.694701347973,control_before
young,10133.237456785433,treatment_before
young,11066.728830517844,treatment_before
young,8595.881504217607,treatment_before
young,8327.746382951063,control_before
young,9597.01887794698,treatment_before
young,10869.340187647696,control_before
young,9002.741371976608,treatment_before
young,11252.014108229332,control_before
young,9946.444016997082,control_before
young,12815.644127678002,treatment_before
young,11319.386659278947,control_before
young,11119.164553728182,control_before
young,12778.475448882044,treatment_before
young,9738.797214761298,treatment_before
young,9218.132402451842,control_before
young,9598.474867111318,control_before
young,10992.584684138843,treatment_before
young,8808.47056964502,treatment_before
young,9219.250947435641,control_before
young,10561.124823915936,control_before
young,10823.643006759085,control_before
young,9565.137026707689,treatment_before
young,9946.963140490026,treatment_before
young,9868.903646829829,treatment_before
young,8554.210067719483,control_before
young,10213.493677624196,control_before
young,10480.174950787776,treatment_before
young,11713.800478672718,control_before
young,11118.418601099334,treatment_before
young,9840.015696792043,treatment_before
young,10416.692555784164,control_before
young,9719.94001554549,treatment_before
young,9332.869424775981,control_before
young,12048.894000503362,control_before
young,9339.795176876562,control_before
young,9774.283189104543,control_before
young,9640.769147980514,control_before
young,9697.19667613765,control_before
young,9887.512508979227,treatment_before
young,9258.487280095123,treatment_before
young,10269.865836970825,control_before
young,9735.89093470487,control_before
young,10429.727498102813,control_before
young,9898.18469924017,treatment_before
young,9743.563193220498,treatment_before
young,10124.313504146747,control_before
young,10171.087277841729,control_before
young,9644.635261708505,control_before
young,11060.784808245688,treatment_before
young,9879.854488593672,treatment_before
young,10117.957563391632,treatment_before
young,9211.69321600053,control_before
young,9356.17061783156,treatment_before
young,11391.222036544345,control_before
young,10962.98004110098,control_before
young,11092.655954590959,treatment_before
young,10290.095330740736,control_before
young,9795.61645085867,treatment_before
young,9450.012433427079,treatment_before
young,11994.320908425741,control_before
young,10058.242254279898,treatment_before
young,9331.0500300834,treatment_before
young,9915.405150268145,control_before
young,12135.797800297165,control_before
young,10317.933884658562,treatment_before
young,11055.997275029733,treatment_before
young,8807.27364798434,treatment_before
young,8826.889078548034,treatment_before
young,9561.05918722995,treatment_before
young,8964.769292549856,control_before
young,9246.347729100096,control_before
young,11190.12081651567,treatment_before
young,9013.23869201842,control_before
young,10088.47697048134,treatment_before
young,9505.108999446438,control_before
young,10530.183492862407,treatment_before
young,9012.609745338666,treatment_before
young,12004.858547267706,control_before
young,9643.480939422428,control_before
young,7301.252867598143,control_before
young,10350.948041216861,control_before
young,10230.216758084385,control_before
young,10781.177331139146,treatment_before
young,9162.42977697635,control_before
young,10329.586197653927,control_before
young,7426.15096738856,control_before
young,11011.436943765651,treatment_before
young,8117.982546717363,control_before
young,11883.35332641537,control_before
young,8165.077766125981,treatment_before
young,10894.360528317638,control_before
young,11457.382268692425,treatment_before
young,11186.913985299907,treatment_before
young,9097.550667159601,control_before
young,9985.646545959711,treatment_before
young,10297.511123242268,control_before
young,10592.348427119001,treatment_before
young,9434.828621343882,control_before
young,12180.686604955346,treatment_before
young,10752.740702166468,treatment_before
young,9141.437085862062,treatment_before
young,9206.842029701429,treatment_before
young,8993.632008897996,control_before
young,9594.776139528882,control_before
young,10640.099840536506,treatment_before
young,11464.412230235437,control_before
young,8949.49073345361,control_before
young,8418.396981252052,control_before
young,10505.407786215585,control_before
young,9700.392510158983,control_before
young,9647.254206381389,treatment_before
young,10162.66822422026,treatment_before
young,9287.998667587486,treatment_before
young,10105.22607284821,treatment_before
young,12441.403925391201,control_before
young,9423.043523035993,treatment_before
young,11355.422809132855,control_before
young,9867.543625225382,control_before
young,10734.549494153778,control_before
young,10711.852621687565,control_before
young,10279.016442239761,control_before
young,10020.323483225431,treatment_before
young,10521.063972366852,treatment_before
young,9552.204112922627,treatment_before
young,10101.959740520359,treatment_before
young,10556.352464743528,treatment_before
young,10548.755575128162,treatment_before
young,10156.541605196051,control_before
young,8824.805167068414,control_before
young,9531.11813490581,control_before
young,10329.943805192006,treatment_before
young,10463.834288311344,treatment_before
young,10319.59828554532,treatment_before
young,10651.645989751247,treatment_before
young,10117.752341645533,control_before
young,9442.060467831894,treatment_before
young,10799.534983551468,treatment_before
young,7152.370004312033,control_before
young,10480.657504897783,treatment_before
young,9418.267368658408,control_before
young,10576.500695870254,treatment_before
young,8690.127243595525,treatment_before
young,9470.023822264506,control_before
young,9623.978014280914,control_before
young,9425.041566097641,treatment_before
young,10017.004065359886,treatment_before
young,11435.920300326885,control_before
young,9816.81762949586,treatment_before
young,9680.755548069357,control_before
young,10701.909109028686,control_before
young,10603.64964726949,control_before
young,12786.585353139364,control_before
young,10147.996166786834,treatment_before
young,8883.18604374437,control_before
young,9736.399420760314,control_before
young,11699.448004752758,control_before
young,11140.597195582617,treatment_before
young,8499.955659087174,treatment_before
young,9895.385699159939,treatment_before
young,8477.198306595366,treatment_before
young,10733.55666139486,treatment_before
young,12290.55636410221,control_before
young,8647.44027714917,control_before
young,10242.955835439632,treatment_before
young,8541.351500197141,treatment_before
young,10398.562193921523,treatment_before
young,8550.502055470657,treatment_before
young,10074.002985801399,treatment_before
young,7203.988889764485,treatment_before
young,9031.332037534678,treatment_before
young,9764.03072066525,control_before
young,8677.843658558373,treatment_before
young,8086.568333053881,treatment_before
young,9423.128169737909,control_before
young,10906.63294433361,treatment_before
young,9867.866500253593,treatment_before
young,9747.483762903077,control_before
young,9031.493714761113,treatment_before
young,10070.977303869347,control_before
young,10703.399458177732,control_before
young,8373.058350119412,control_before
young,11206.402281612913,treatment_before
young,10476.240611453153,treatment_before
young,9036.242127346572,control_before
young,10434.143192854284,control_before
young,9198.257705647095,treatment_before
young,10569.183193361987,control_before
young,9873.411257137072,treatment_before
young,9576.000515045327,control_before
young,11488.807728511596,control_before
young,9654.120562445709,treatment_before
young,10097.582730557362,control_before
young,10534.972722434512,control_before
young,9847.609000636154,treatment_before
young,8270.727007941538,treatment_before
young,9513.118133722772,control_before
young,11312.653499259946,control_before
young,9126.686975973158,control_before
young,9347.13147800573,control_before
young,10823.375014298583,control_before
young,9207.647214195898,control_before
young,10855.533868908084,control_before
young,10626.095418296543,control_before
young,10339.699898995012,treatment_before
young,10310.189654476017,treatment_before
young,9007.449875548407,treatment_before
young,10080.213924943288,treatment_before
young,10110.74014734026,treatment_before
young,9401.65042918055,treatment_before
young,9660.196386981086,treatment_before
young,9177.202764435056,treatment_before
young,8173.007365831319,treatment_before
young,10360.865269759644,treatment_before
young,8718.309380250106,control_before
young,8830.707816606886,control_before
young,9786.440272404945,control_before
young,10134.622524881914,treatment_before
young,10164.444302679183,treatment_before
young,9606.736026192917,treatment_before
young,11040.656676281751,control_before
young,10568.918475984661,control_before
young,10470.724438388,control_before
young,9411.910637868463,treatment_before
young,10751.607161475713,control_before
young,9414.862414149557,treatment_before
young,9353.444700089536,control_before
young,9223.763306493562,treatment_before
young,10272.746117068997,control_before
young,10493.21146702991,control_before
young,8597.650909948898,control_before
young,8365.99929865706,treatment_before
young,8473.1395218733,treatment_before
young,10112.594612858451,control_before
young,10591.971279943502,treatment_before
young,9421.560600951792,treatment_before
young,11341.934678577383,control_before
young,10004.252354714576,control_before
young,7640.5225465899985,control_before
young,9932.688075723683,treatment_before
young,10814.302821525067,treatment_before
young,9852.365380860836,control_before
young,12267.406294085515,control_before
young,9449.450446889581,treatment_before
young,10016.143248490083,treatment_before
young,10380.55958841134,control_before
young,10718.755886910041,treatment_before
young,10044.468064758776,control_before
young,9802.281028776133,treatment_before
young,11253.072627135894,treatment_before
young,11187.19295198525,control_before
young,8995.446607468362,control_before
young,10233.013257174305,control_before
young,8993.075369524593,treatment_before
young,9551.730417487795,control_before
young,10449.464966002279,treatment_before
young,9847.89803556421,treatment_before
young,11400.686175134679,control_before
young,7798.87126702043,control_before
young,8953.855744884735,control_before
young,9728.105181515184,control_before
young,10226.824757209277,treatment_before
young,10253.019554408265,control_before
young,9936.967322416058,treatment_before
young,9609.474574616623,treatment_before
young,9217.254900309674,treatment_before
young,9101.73209162451,control_before
young,7456.030892724488,treatment_before
young,11941.701663825806,treatment_before
young,9481.1149863454,control_before
young,8351.490911423201,treatment_before
young,10339.714887398066,treatment_before
young,9883.89022593901,control_before
young,9019.53135677458,control_before
young,9328.408082995915,treatment_before
young,11758.919229972296,treatment_before
young,7415.41209587228,control_before
young,11031.27220899794,treatment_before
young,10493.693964999706,control_before
young,11028.554906538695,control_before
young,11254.262197819586,control_before
young,7905.346703018304,control_before
young,9240.237429321203,control_before
young,8070.735044592173,treatment_before
young,10105.04290632285,treatment_before
young,9825.724093273784,treatment_before
young,9404.706523773299,treatment_before
young,10607.843824370137,control_before
young,8661.319224748946,treatment_before
young,8197.909687559353,treatment_before
young,8927.49883335732,control_before
young,9311.907569627672,control_before
young,10986.83292212828,control_before
young,9287.79609374101,control_before
young,10038.650771536804,treatment_before
young,9302.222973264546,control_before
young,10593.31313588481,control_before
young,10708.119258430488,treatment_before
young,10882.78658357434,treatment_before
young,10331.060711999284,control_before
young,9352.9095257009,treatment_before
young,9622.6489223767,control_before
young,9798.704771232784,control_before
young,7963.711702669843,control_before
young,8649.70517434951,treatment_before
young,9956.35308213815,control_before
young,9747.202051105647,control_before
young,11221.19523092917,treatment_before
young,11547.101112721833,control_before
young,9697.67960668748,control_before
young,10691.886039583846,control_before
young,10443.31027542615,treatment_before
